"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Australia","AUS","Import value index (2000 = 100)","TM.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.67567983","91.46971775","92.11924724","90.35478067","96.68524662","100","89.31799404","101.6228451","124.5435748","152.9232322","175.1478777","194.6812958","231.146379","279.9897104","231.3351144","281.8994334","340.7038014","364.8046169","338.5214606","331.8273107","291.4924874","274.3927015","319.8433167","329.0785943","309.7546926","295.1394306","",
"Australia","AUS","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","1.4163688660333","1.49662525677394","1.14133622050796","1.34558582212012","1.32268786622349","1.30218538055765","1.19099043505091","1.31819219356311","1.1428133149256","1.16276985670374","1.02391470648312","1.01692476972904","1.01175702801317","0.959406086974887","1.0227452636023","0.889118396047475","0.857745195204107","1.0483223952511","0.952184385179127","1.03564501134351","0.924013319577448","0.746112991993325","0.64691116509998","0.636671909131851","0.717568164515552","0.663472698297573","0.560654338115348","1.35467586608838","0.35376747498976","0.321669447036024","0.333344090878952","0.247559185901851","0.222040506694049","0.387379203165394","0.511669047362415","0.593873687335369","0.761530746000398","0.802556733576331","0.696395577466786","0.850862445093137","0.834777647509132","0.834816634760922","0.9236336935676","1.0209695633214","0.989648763961145","1.16722581585913","0.993891165625866","0.847251919799559","0.771957989816731","0.671498571759026","1.30185355457875","2.04196945916048","2.33176338325494","2.02097140871327","1.96207443005782","1.10555566267663","0.960629795380523","0.956418983992475","0.97798568433986","0.793877688087947","1.06603240366033","",
"Australia","AUS","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","0.0435805804933322","0.0342365254817568","0.0406008932196508","0.0369215621923203","0.0445464825412055","0.0452147701582517","0.0308546744831842","0.0427984478429582","0.0383494400981746","0.0297973778307509","0.11775119253121","0.0408247374580574","0.0446945051467898","0.0595338669820686","0.0405947949353934","0.0551785224861555","0.0595136950606072","0.0452635844462174","0.0461014385963559","0.0353613553400839","0.0362944646253969","0.0388146850929451","0.032541637647545","0.0382077971030352","0.0437087515624812","0.0680831782356521","0.0499672221121156","0.0780340139465189","0.0840446587465074","0.117742095983537","0.0777097546502147","0.0861468903035124","0.089793944273426","0.108727136273225","0.181936905337553","0.15325619416175","0.134586493093005","0.155666582566262","0.153746590535146","0.159105147059606","0.198739626464874","0.186767201603276","0.218128835879411","0.250169994163215","0.296123942227235","0.336338000253594","0.325861174222241","0.321329950188661","0.580729715194406","0.536144990183809","0.530859138949939","0.733413773808806","0.663461217309501","0.872028897669706","0.902051644796792","0.486653073299929","0.548493109072375","0.507000879490853","0.516493870765552","0.585972716617832","0.64961014645959","",
"Australia","AUS","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","2662000000","2369000000","2540000000","2776000000","3318000000","3762000000","3612000000","3924000000","4366000000","4538000000","5056000000","5228000000","5028000000","7393000000","11982000000","10697000000","12232000000","13511000000","15567000000","18191000000","22399000000","26215000000","26667000000","21458000000","25919000000","25889000000","26104000000","29318000000","36095000000","44933000000","41985000000","41648000000","43807000000","45577000000","53425000000","61283000000","65427000000","65892000000","64630000000","69158000000","71529000000","63888000000","72690000000","89084000000","109384000000","125281000000","139253000000","165336000000","200273000000","165471000000","201639000000","243701000000","260940000000","242140000000","237352000000","208501000000","196270000000","228780000000","235386000000","221564000000","211824000000","261165000000",
"Australia","AUS","Insurance and financial services (% of commercial service imports)","TM.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.49631425996045","5.67993720105425","7.46735040267265","8.53231264186984","9.73329713116135","9.81630603119837","7.9932396580926","7.18633524345403","6.16441454964581","5.25515625011173","5.52133511211136","5.326640228689","4.67355045840164","4.44277718487238","4.4859901750621","3.9199609018593","4.11769533891969","4.32949552766257","4.22532529128477","3.29707228797494","2.38583287456846","2.32305155527847","3.06376988845818","2.9212038262544","3.38791718034589","4.15898259514559","4.60037419934677","4.02938731693006","4.56086385384988","3.76115233525629","4.04245968086919","6.77184223885848","7.16709529816714",
"Australia","AUS","Agricultural raw materials imports (% of merchandise imports)","TM.VAL.AGRI.ZS.UN","","","","6.31485778447632","6.36157936084294","5.18955760423979","4.53927925133517","4.43549806094689","4.21765395329934","4.38094098581047","4.26574573609704","4.0800371327944","4.36286206539512","5.39474449782724","4.19548851191336","2.9612994772466","3.62312550205731","3.06462535145103","2.87843744957614","3.10137614513284","2.84322574659968","2.41976644115436","2.01201313041941","2.24132070636021","2.39515599065894","2.17235177633824","2.0310404409322","2.33556444382657","2.66935538900796","2.33210742203619","2.04972994945122","1.81722802125445","1.8809873367337","1.94981176472179","1.78106671956555","1.65098792897449","1.41163636304842","1.32550532918809","1.20565757741121","1.20277917649677","1.38692410063491","1.10335492492167","1.1463893130103","1.13257711906661","1.04056552815671","0.934374188015267","0.850848055074676","0.856315166003227","0.786748968126004","0.707662369355821","0.698849890243269","0.638382935730297","0.586276992471406","0.608527078459333","0.688624424125627","0.717994029662205","0.704552987465826","0.684292290409601","0.759294271740844","0.662080990802876","0.676102651405767","0.711464364173381",
"Australia","AUS","Share of tariff lines with specific rates, primary products (%)","TM.TAX.TCOM.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.045445","","1.814059","","","3.371888","3.784143","3.55018","3.572819","3.648985","0","0.2919807","0.2823931","0.2847712","0.3167505","0.3706949","0","0.3039944","0","0.2456485","0.2538942","0.2486293","0.2946893","0","0.27215","0.246765","0.2852405","0.2906977","0.2591018","0.2128895","",
"Australia","AUS","Bound rate, simple mean, primary products (%)","TM.TAX.TCOM.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49","2.49","2.49","2.49","2.49","2.49","2.65","2.64","2.65","2.66","2.66","2.67","2.66","2.66","2.66","2.67","2.41","2.4","2.4","2.35","2.35","2.37","2.37","2.37","2.37","",
"Australia","AUS","Share of tariff lines with specific rates, all products (%)","TM.TAX.MRCH.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5211027","","0.2239328","","","0.3917638","0.4381534","0.399425","0.4082631","0.4133565","0","0.0391357","0.0384839","0.0483459","0.0544685","0.0970837","0","0.0488657","0","0.0318089","0.0330325","0.0539792","0.0403112","0","0.03746","0.0341524","0.0358869","0.0365191","0.0321339","0.0277369","",
"Australia","AUS","Bound rate, simple mean, all products (%)","TM.TAX.MRCH.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.68","9.68","9.68","9.68","9.68","9.68","10.02","10.02","10.03","10.03","10.03","9.93","9.93","9.93","9.93","9.93","9.62","9.62","9.62","9.5","9.5","9.56","9.56","9.56","9.56","",
"Australia","AUS","Share of tariff lines with specific rates, manufactured products (%)","TM.TAX.MANF.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.018231","","0","","","0","0","0","0","0","0","0","0","0.0119899","0.0128561","0.0527502","0","0.0114471","0","0","0","0.0232671","0","0","0","0","0","0","0","0","",
"Australia","AUS","Bound rate, simple mean, manufactured products (%)","TM.TAX.MANF.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.82","11.82","11.82","11.82","11.82","11.82","12.3","12.3","12.3","12.3","12.3","12.22","12.22","12.22","12.22","12.22","12.25","12.25","12.25","12.01","12.01","12.08","12.08","12.08","12.08","",
"Australia","AUS","International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0831294374687","10.6312644067292","10.7314775844639","10.4357250387408","10.3624643864898","10.2698524856961","10.2972303701868","9.68426375613983","9.61612265394953","10.9642344576309","10.6086965040116","10.170552294007","10.7136337153921","10.3710793281815","11.0558338904455","10.9622049762648","10.9016287438307","10.5647841707277","10.9761939410055","11.5209386024493","12.577842439378","13.6699691597986","13.699767862513","13.6607566306047","13.9913382298423","3.05942573345287","",
"Australia","AUS","International tourism, expenditures for passenger transport items (current US$)","ST.INT.TRNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2440000000","2625000000","2619000000","2377000000","2617000000","2677000000","2449000000","2677000000","3097000000","4035000000","4404000000","4756000000","5598000000","5940000000","3942000000","5293000000","6596000000","7148000000","6622000000","5543000000","4881000000","4879000000","5240000000","5486000000","5377000000","1166000000","",
"Australia","AUS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2519000","2732000","2933000","3161000","3210000","3498000","3443000","3461000","3388000","4369000","4756000","4941000","5462000","5808000","6276000","7103000","7788000","8212000","9052000","9480000","9810000","10390000","10932000","11403000","11624000","2832000","",
"Australia","AUS","Urban population","SP.URB.TOTL","8378309","8589875","8832932","9034955","9245383","9459784","9709943","9852991","10048170","10280809","10505755","10887779","11110846","11303156","11614598","11780153","11920613","12077392","12240482","12395391","12569300","12789234","13008344","13183123","13337672","13511953","13704019","13909190","14133843","14370104","14579251","14761085","14906654","15017273","15139633","15285785","15448588","15592522","15723967","15871907","16028911","16210024","16419256","16633061","16835775","17065978","17321968","17666406","18049707","18451571","18767085","19056040","19414834","19775013","20095657","20410546","20755798","21127403","21474309","21824008","22125378","22184739",
"Australia","AUS","Rural population","SP.RUR.TOTL","1898168","1893125","1909068","1915045","1921617","1928216","1941057","1946009","1960830","1982191","2001245","2049221","2066154","2076844","2108402","2112847","2112387","2114608","2117518","2118609","2122700","2134026","2175903","2210349","2241719","2276359","2314331","2354684","2398321","2444312","2485877","2522951","2571981","2617535","2665835","2719097","2776179","2830515","2883617","2940357","2999891","3064677","3075954","3087676","3096947","3110866","3128998","3161216","3199492","3240082","3264665","3283984","3318631","3353116","3380029","3405449","3435109","3466799","3492334","3516209","3529911","3503340",
"Australia","AUS","Completeness of birth registration, rural (%)","SP.REG.BRTH.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Population, male","SP.POP.TOTL.MA.IN","5191737","5294827","5420102","5519968","5626621","5735918","5865981","5938043","6042010","6168475","6288760","6501340","6618916","6718367","6887192","6967121","7030648","7103359","7179733","7251825","7335839","7448959","7579934","7685480","7778465","7883844","7999185","8119214","8249470","8387772","8510043","8614731","8707078","8780847","8862401","8958307","9062811","9155427","9241838","9339151","9443035","9563615","9673988","9787220","9894184","10017910","10158068","10352205","10570891","10797546","10967548","11119039","11312918","11504523","11668610","11827651","12005262","12200675","12383903","12570509","12730885","12752077",
"Australia","AUS","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","814.21598","","795.87794","","819.47485","","961.32396","","885.3275","","1017.79166","","1136.46069","","","","","","","","","","","","","",
"Australia","AUS","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","14.0070005363635","14.0162279453858","14.0134016385109","13.9963399797068","13.9512031538755","13.8872261735096","13.8068939776957","13.7114220262896","13.5932557780871","13.4789534508428","13.4029689118637","13.3730708286038","13.4210084685663","13.5166515424675","13.6109849803286","13.7522298966307","13.9387964817866","14.1184531337844","14.3186942659251","14.5484575818838","14.7675723691086","14.9406248823103","15.0697784537363","15.1815362001417","15.3161613847589","15.5009607392811","15.7371970085481","15.9678476394874","16.1699454618753","16.353393303479","16.5698561148684","16.8535852894897","17.1461732193899","17.4246016736335","17.6627767279636","17.8542034136816","18.0225634473405","18.1674225865373","18.2951720338922","18.3920832777717","18.4896978790849","18.6171811479961","18.7405985799545","18.8686785151093","19.0123595462878","19.159304813826","19.3026624392002","19.4343287015552","19.5664454537468","19.7828797714993","20.1346444514639","20.5936099159582","21.1020217244563","21.5991134302426","22.0775802760236","22.5537768338489","23.0163838801032","23.4569595078467","23.9032463251311","24.3646418909312","24.8887267398847","25.4684740198465",
"Australia","AUS","Population ages 80 and above, female (% of female population)","SP.POP.80UP.FE.5Y","1.61932613281362","1.66347919540327","1.70051642117198","1.73604639800896","1.77395786934935","1.80978460363449","1.84002614983393","1.87754678289847","1.9200430249743","1.96300488274667","1.99453530096566","2.00592286506705","2.02928368412259","2.06313620692718","2.08664329582453","2.11947725603839","2.15603886603102","2.18433425761065","2.215872306835","2.25713070961556","2.31819675089983","2.37509401281463","2.41036575356297","2.44515425977043","2.49626680993092","2.54626303775944","2.59998723823967","2.65788344596368","2.71695108306828","2.77019571300194","2.83786913719832","2.93632238688398","3.0396835770888","3.15333672115134","3.26954307543443","3.36947823086708","3.44954248887863","3.51286267115667","3.57128896070051","3.63197911060249","3.72345061593538","3.84480677875883","3.96241499486417","4.07537182666542","4.18519180113162","4.29403862673431","4.38603750797193","4.44682382986741","4.48543341710808","4.5212102448666","4.56479759440403","4.59582498963225","4.5951202261535","4.58399628286233","4.57380778811937","4.56148582554542","4.55958126231738","4.57371567799643","4.60704271227983","4.65694405282851","4.72089818618232","4.79664956261579",
"Australia","AUS","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","2.81873164640102","2.84438537066085","2.87009312502126","2.87567837545644","2.86236017107203","2.83986517340606","2.80559990736718","2.76173849241533","2.71278888579506","2.66625587586923","2.64302516284707","2.64029675433647","2.64329958331911","2.66111395948534","2.67832661569233","2.68166904058038","2.69893872602869","2.74173589930491","2.79997411237167","2.86193914450616","2.93100364495362","3.01073698557739","3.08374402134485","3.15418992556719","3.225637738081","3.27320098484775","3.28763779005482","3.2723809797511","3.22489495663204","3.17718889885531","3.18685408138688","3.25416963481476","3.33765373420081","3.43082375546122","3.51567180204995","3.55231239309063","3.54841790863496","3.53221225936784","3.51594208037623","3.49486101576185","3.46281700575984","3.41928855431716","3.35814749803954","3.28698208840515","3.22381063068544","3.17763466328658","3.15908670274057","3.16887560246686","3.19167392911628","3.22321006874193","3.26222463819591","3.30886095044592","3.36614313042264","3.43575234544448","3.52370657247265","3.62263676038297","3.75135173276141","3.92782129344796","4.09561553105788","4.21810465297637","4.32754348955756","4.40631652870773",
"Australia","AUS","Population ages 65 and above, male","SP.POP.65UP.MA.IN","380333","385327","392936","398523","403720","409220","416533","419956","425260","432057","440074","456462","467760","479286","496850","510328","524965","540617","557559","575467","593677","611849","629193","644039","660068","681013","706410","732397","757502","782336","807209","833386","859031","882379","905037","927646","950932","972719","993323","1013674","1035478","1061485","1086319","1111667","1137428","1165803","1196334","1232925","1272929","1319410","1368133","1421637","1483377","1544350","1601286","1657677","1715514","1774403","1831882","1891657","1952985","1997570",
"Australia","AUS","Population ages 65-69, female (% of female population)","SP.POP.6569.FE.5Y","3.60638979569122","3.56048938325893","3.51003970129671","3.46430721336542","3.42585852879507","3.39760746383167","3.3690930401258","3.33563246646468","3.30425678172121","3.27518462214436","3.24680094729967","3.24095277913252","3.28244595400164","3.34832315560791","3.40793225725181","3.46863209051288","3.54442750863933","3.62597413222491","3.70512848825516","3.78133963237744","3.82654942443848","3.82919008294525","3.81102282805313","3.77023326365292","3.72178763945864","3.72602040161073","3.79530136435443","3.88674955803572","3.97923487810005","4.05028874544658","4.0697944146847","4.05096083729885","4.02580076377354","3.99735978384388","3.95384277091422","3.90267498257998","3.84800961131338","3.78154876393168","3.70771229192051","3.63887119217115","3.58652389740746","3.56830835585885","3.59215432230005","3.64237903357065","3.70255546329217","3.75787702276588","3.80499104769947","3.85271930872384","3.914216449391","4.00948811884701","4.13767697950516","4.30083487918327","4.49239164828047","4.65559095782328","4.76900848483205","4.86494743037372","4.91920781486143","4.91258295856936","4.90671104797176","4.9256310585854","4.96037300183114","5.01215378546204",
"Australia","AUS","Population ages 55-59, female (% of female population)","SP.POP.5559.FE.5Y","4.4086458498186","4.37781419991522","4.39440848516174","4.44908644545761","4.51242300129282","4.57244916266378","4.63925016758427","4.70638404944852","4.76361196934972","4.8047598374528","4.80554167112477","4.77579244523361","4.74418282837225","4.6902059219744","4.6317174641148","4.63304994911391","4.69960026455831","4.79840633572531","4.90535027472863","4.99271138531027","5.01254798949008","4.96156975456637","4.90020337267697","4.85200419692304","4.79742965264956","4.72275581744268","4.6234934526743","4.50911337749384","4.39397327622561","4.29041347772972","4.20611336768775","4.16297992948938","4.18170377082161","4.23821229396116","4.29992023445602","4.36169778795924","4.43511279416257","4.52082288874883","4.62271947782963","4.75778611129904","4.91581845967984","5.12518709968941","5.41019558137387","5.67840962928242","5.86851944170602","6.00676846856396","6.06207164587731","6.02194124030492","5.97372556477008","5.95934719153778","5.97207413154606","6.00564814428103","6.03898221114112","6.06667585562567","6.09828189669523","6.13533454334894","6.16908269240552","6.18804612197463","6.18459189784611","6.14980485200987","6.08368956003167","5.9987594746341",
"Australia","AUS","Population ages 45-49, female (% of female population)","SP.POP.4549.FE.5Y","6.21602561136586","6.2080682770192","6.1343539214346","6.00567654866137","5.86010407726488","5.78885769430277","5.82290714680764","5.90557006767327","5.99302484043009","6.05401707641053","6.05590696916805","5.98818907839771","5.88797807190744","5.79274598229982","5.69924487108","5.59817750451388","5.47410285082563","5.32139707285146","5.16570346251209","5.0294400573895","4.90954433530151","4.82414120698011","4.81169433043209","4.86455809625245","4.94961587464327","5.03648513336548","5.11024919676071","5.1827953463275","5.27935282523889","5.42335244799698","5.60532933918392","5.8367268630764","6.13706125142445","6.42985604145722","6.64080720695416","6.80155022939809","6.90536538276802","6.93017595275936","6.94928038374976","6.98295141959188","6.99831957368381","7.00899888215814","7.03724091792195","7.08763165821909","7.14883462871627","7.20453032407921","7.24724003295414","7.26883581542228","7.25231316297705","7.18700321308014","7.07426063947952","6.92892373313253","6.78368120195764","6.67473986450217","6.62464561816095","6.64335011136753","6.71083831224986","6.76240401040158","6.7455262533189","6.66968429403993","6.55017770093042","6.38995052645719",
"Australia","AUS","Population ages 35-39, female (% of female population)","SP.POP.3539.FE.5Y","7.23841924927278","7.13573973309865","6.98364642734966","6.83202887112007","6.6804368058347","6.52390864449113","6.3629727941485","6.18519091186654","5.99868073702022","5.83544072729981","5.71520166847386","5.64325973391585","5.62088655650451","5.64683358428671","5.7157431416894","5.79530828172439","5.85473019320951","5.90424543389019","5.98127521927678","6.12627643662649","6.31328402865497","6.55779501301469","6.89996668158163","7.22013437735386","7.44273563963656","7.6278188046653","7.72643501348","7.70108753088101","7.66742155814747","7.67072772833604","7.67336291620178","7.68225987667511","7.71710470799695","7.7584025991873","7.79815398143672","7.85724243167612","7.92558714004609","7.97420609190256","7.98544298011015","7.94342768196904","7.8369670199504","7.68376681306385","7.51826995068831","7.3776372585844","7.29656732864609","7.29681240605947","7.37096608299586","7.45363057855574","7.46947722490964","7.40073821605569","7.25618966776056","7.05334569241506","6.85092331797717","6.69947859688556","6.61020560394544","6.58646330976436","6.62934872325867","6.73313009312697","6.87140117297648","7.02236558039125","7.16308738740968","7.26880218898756",
"Australia","AUS","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","6.1558460925014","6.04216847542198","6.02660012317681","6.07547896110219","6.14938563994481","6.2212077404236","6.29332445225766","6.37351412270654","6.4828706653744","6.66468433045228","6.90372580050175","7.19510143399548","7.53609738809273","7.82492949809301","8.02258052568731","8.18791140685462","8.26319297552864","8.21333773431805","8.15920779956065","8.14820463066179","8.14212344929217","8.14195774531862","8.15444265105085","8.17161478976568","8.2037244347465","8.25907339104829","8.32192769196578","8.37478792192936","8.39647026987496","8.36040473485153","8.23649398955748","8.04530608951438","7.84989470199647","7.68751146240943","7.5908317762177","7.59150635074686","7.67355721757524","7.75421790249384","7.75374333744038","7.66364085801293","7.47997428474891","7.21623864699115","6.96612514378585","6.78980550093539","6.67965163803221","6.6392490340658","6.67675081704577","6.78407527477853","6.94400537796666","7.10993488351229","7.22394570353359","7.28890321223624","7.33905046040006","7.37587867268156","7.40165308300022","7.42443650499701","7.44197599946177","7.45056904379483","7.44402422590777","7.429173992591","7.37699352914976","7.26884049335877",
"Australia","AUS","Population ages 15-64, total","SP.POP.1564.TO","6292375","6417818","6589642","6733296","6882453","7038353","7223348","7341981","7502007","7683920","7854797","8142939","8312505","8465462","8716702","8863079","8994679","9140881","9288752","9425006","9569000","9744907","9942754","10112198","10271131","10448204","10640853","10839764","11043284","11245929","11415078","11549946","11664387","11754306","11858713","11989636","12140698","12282166","12417030","12568636","12729175","12909312","13076482","13247817","13407531","13587612","13785404","14049608","14342140","14637328","14844429","15010632","15217504","15420332","15593448","15760132","15950251","16166021","16365890","16569868","16733580","16712026",
